type,num_episodes,status,start_date,end_date,season,studios,genres,score,release_year,studio_rank_score,duration,type_Movie,type_ONA,type_OVA,type_Special,type_TV,status_Currently Airing,status_Finished Airing,season_clean,season_Fall,season_None,season_Spring,season_Summer,season_Winter,season_spring,genre_Action,genre_Adventure,genre_Avant Garde,genre_Award Winning,genre_Boys Love,genre_Cars,genre_Comedy,genre_Demons,genre_Drama,genre_Ecchi,genre_Erotica,genre_Fantasy,genre_Game,genre_Girls Love,genre_Gourmet,genre_Harem,genre_Hentai,genre_Historical,genre_Horror,genre_Josei,genre_Kids,genre_Martial Arts,genre_Mecha,genre_Military,genre_Music,genre_Mystery,genre_Parody,genre_Police,genre_Psychological,genre_Romance,genre_Samurai,genre_School,genre_Sci-Fi,genre_Seinen,genre_Shoujo,genre_Shounen,genre_Slice of Life,genre_Space,genre_Sports,genre_Super Power,genre_Supernatural,genre_Suspense,genre_Vampire,genre_Work Life
TV,13,Finished Airing,2019-03-08,2019-05-17,Spring 2019,['ASK Animation Studio'],['Adventure' 'Comedy' 'Fantasy'],6.84,2019,3,70.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,24,Finished Airing,2017-07-09,2017-12-17,Summer 2017,['Production I.G'],['Comedy' 'Drama' 'Romance' 'Sports' 'School' 'Shounen'],8.13,2017,274,161.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
TV,43,Finished Airing,2013-05-08,2014-03-19,Spring 2013,['OLM'],['Sports' 'Super Power' 'Shounen'],6.64,2013,196,315.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TV,51,Finished Airing,2007-04-07,2008-03-29,Spring 2007,['Studio Pierrot'],['Adventure' 'Comedy' 'Fantasy' 'Supernatural'],6.33,2007,230,357.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV,11,Finished Airing,2008-10-10,2008-12-19,Fall 2008,['J.C.Staff'],['Comedy' 'Romance' 'Slice of Life' 'Music' 'Josei'],8.12,2008,335,70.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TV,12,Finished Airing,2014-10-17,2014-12-26,Fall 2014,['Studio Gokumi'],['Drama' 'Fantasy' 'Slice of Life' 'Psychological'],7.34,2014,40,70.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TV,25,Finished Airing,2020-04-07,2020-09-22,Spring 2020,['TMS Entertainment'],['Comedy' 'Drama' 'Romance' 'Slice of Life' 'Supernatural' 'Shoujo'],8.53,2020,201,168.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
TV,12,Finished Airing,2020-10-03,2020-12-19,Fall 2020,['Seven Arcs'],['Comedy' 'Romance' 'Shounen'],7.91,2020,24,77.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2017-07-13,2017-09-28,Summer 2017,['Pine Jam'],['Comedy' 'Romance' 'Game' 'School'],6.78,2017,10,77.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TV,13,Finished Airing,2018-10-04,2018-12-27,Fall 2018,['CloverWorks'],['Comedy' 'Drama' 'Romance' 'Supernatural' 'School'],8.25,2018,35,84.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TV,44,Finished Airing,1987-01-18,1987-12-27,Winter 1987,['Toei Animation'],['Fantasy' 'Slice of Life'],6.99,1987,482,343.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TV,12,Finished Airing,2012-01-24,2012-03-27,Winter 2012,['LMD'],['Comedy' 'Girls Love' 'Ecchi' 'School' 'Seinen'],6.1,2012,2,63.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2015-01-10,2015-03-28,Winter 2015,['Shuka'],['Action' 'Mystery' 'Supernatural'],7.99,2015,17,77.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV,12,Finished Airing,2009-01-09,2009-03-27,Winter 2009,['AIC'],['Comedy' 'Romance' 'Ecchi' 'Harem' 'Martial Arts' 'Shounen'],6.72,2009,144,77.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TV,26,Finished Airing,1993-10-07,1994-03-31,Fall 1993,['Unknown'],['Fantasy' 'Kids'],6.38,1993,1493,175.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,5,Finished Airing,2004-03-27,2004-04-01,Spring 2004,['Yumeta Company'],['Comedy' 'Romance' 'Slice of Life' 'Josei'],6.66,2004,30,5.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TV,50,Finished Airing,1983-01-09,1983-12-24,Winter 1983,['Tatsunoko Production'],['Action' 'Comedy' 'Sci-Fi' 'Police'],6.8,1983,101,349.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TV,23,Finished Airing,2001-10-13,2002-03-30,Fall 2001,['Production I.G'],['Comedy' 'Fantasy' 'Kids'],5.88,2001,274,168.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,6,Finished Airing,2010-04-02,2010-06-17,Spring 2010,['Toei Animation'],['Action' 'Sports' 'Shounen'],6.74,2010,482,76.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
TV,52,Finished Airing,1991-10-03,1991-11-08,Fall 1991,['TMS Entertainment'],['Comedy' 'Mystery'],6.5,1991,201,36.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,50,Finished Airing,1976-10-03,1977-09-11,Fall 1976,['Tatsunoko Production'],['Action' 'Adventure' 'Kids'],6.45,1976,101,343.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,25,Finished Airing,1996-01-14,1996-08-18,Winter 1996,['Nippon Animation'],['Adventure' 'Slice of Life' 'Kids'],6.88,1996,114,217.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TV,52,Finished Airing,1983-10-07,1985-04-09,Fall 1983,['Unknown'],['Adventure' 'Comedy' 'Fantasy' 'Kids'],6.85,1983,1493,550.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2000-01-05,2000-03-22,Winter 2000,['Madhouse'],['Avant Garde' 'Drama' 'Horror' 'Mystery' 'Supernatural' 'Psychological'],7.09,2000,322,77.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV,11,Finished Airing,2014-04-11,2014-06-20,Spring 2014,['A-1 Pictures'],['Adventure' 'Comedy' 'Mystery' 'Supernatural'],7.13,2014,202,70.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV,12,Finished Airing,2020-01-11,2020-03-28,Winter 2020,['Zero-G'],['Comedy' 'Romance'],7.3,2020,21,77.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2016-10-03,2016-12-19,Fall 2016,['Doga Kobo'],['Action' 'Comedy' 'Drama' 'Fantasy' 'Slice of Life' 'Historical'],6.61,2016,79,77.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TV,12,Currently Airing,2022-01-06,2022-03-24,Winter 2022,['A.C.G.T.'],['Action' 'Adventure' 'Fantasy' 'Demons' 'Historical' 'Samurai' 'Shounen'],5.99,2022,29,77.0,False,False,False,False,True,True,False,Winter,False,False,False,False,True,False,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2014-10-07,2014-12-23,Fall 2014,['Trigger'],['Comedy' 'Romance' 'Slice of Life' 'Supernatural' 'Harem' 'School'],7.06,2014,28,77.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
TV,13,Finished Airing,2016-07-04,2016-09-26,Summer 2016,['Gathering'],['Comedy' 'Slice of Life' 'Kids'],6.73,2016,33,84.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TV,25,Finished Airing,2013-10-05,2014-03-22,Fall 2013,['Satelight'],['Action' 'Adventure' 'Fantasy' 'Game'],7.88,2013,91,168.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,26,Finished Airing,2006-04-05,2006-09-27,Spring 2006,['Studio Deen'],['Horror' 'Mystery' 'Supernatural' 'Suspense' 'Psychological'],7.87,2006,250,175.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TV,12,Finished Airing,2009-10-07,2009-12-23,Fall 2009,['Doga Kobo'],['Action' 'Supernatural' 'Ecchi' 'Super Power'],6.08,2009,79,77.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
TV,104,Finished Airing,2003-04-07,2005-03-27,Spring 2003,['OLM'],['Action' 'Adventure' 'Comedy' 'Fantasy' 'Kids'],7.1,2003,196,720.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,24,Finished Airing,2000-04-17,2001-03-26,Spring 2000,['Unknown'],['Comedy' 'School' 'Kids'],6.14,2000,1493,343.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TV,52,Finished Airing,1968-10-03,1969-09-24,Fall 1968,['Toei Animation'],"['Action' 'Adventure' 'Drama' 'Slice of Life' 'Historical' 'Martial Arts'
 'Police' 'Samurai' 'Shounen']",6.43,1968,482,356.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
TV,50,Finished Airing,1991-02-19,1992-02-18,Winter 1991,['Tokyo Movie Shinsha'],['Action' 'Adventure' 'Comedy' 'Sci-Fi' 'Mecha'],6.4,1991,39,364.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TV,69,Finished Airing,1982-10-17,1984-03-11,Fall 1982,['Tsuchida Productions'],['Action' 'Adventure' 'Comedy' 'Romance' 'Sports' 'Martial Arts'],6.51,1982,4,511.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TV,22,Finished Airing,1985-10-07,1986-03-24,Fall 1985,['Tatsunoko Production'],['Comedy' 'Shoujo'],6.53,1985,101,168.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TV,39,Finished Airing,1994-04-05,1995-01-03,Spring 1994,['Studio Kyuuma' 'Studio Kikan' 'Azeta Pictures'],['Comedy' 'Romance' 'Slice of Life' 'School' 'Shoujo'],6.24,1994,10,273.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
TV,48,Finished Airing,1996-02-03,1997-01-25,Winter 1996,['Sunrise'],['Action' 'Adventure' 'Martial Arts' 'Mecha' 'School' 'Super Power'],7.05,1996,355,357.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
TV,48,Finished Airing,1994-02-05,1995-01-28,Winter 1994,['Sunrise'],['Action' 'Adventure' 'Sci-Fi' 'Mecha' 'Police'],7.45,1994,355,357.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TV,51,Finished Airing,1993-03-03,1994-02-23,Spring 1993,['Sunrise'],['Action' 'Sci-Fi' 'Mecha'],7.23,1993,355,357.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TV,52,Finished Airing,1999-01-04,1999-12-27,Winter 1999,['Studio Pierrot'],"['Action' 'Adventure' 'Comedy' 'Sci-Fi' 'Mecha' 'Super Power' 'Kids'
 'Shounen']",6.23,1999,230,357.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
TV,25,Finished Airing,2004-07-04,2004-12-19,Summer 2004,['OLM'],['Action' 'Drama' 'Sports' 'Shounen'],6.97,2004,196,168.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
TV,52,Finished Airing,2012-08-23,2013-08-18,Summer 2012,['Unknown'],['Action' 'Kids' 'Shounen'],7.17,2012,1493,360.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TV,50,Currently Airing,2021-04-11,2022-03-27,Spring 2021,['J.C.Staff'],['Adventure' 'Fantasy' 'Kids' 'Shoujo'],7.88,2021,335,350.0,False,False,False,False,True,True,False,Spring,False,False,True,False,False,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TV,26,Finished Airing,1985-10-19,1986-04-26,Fall 1985,['Unknown'],['Adventure' 'Kids'],6.18,1985,1493,189.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,30,Finished Airing,2010-03-20,2011-03-22,Spring 2010,['Toei Animation'],['Comedy'],5.98,2010,482,367.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,39,Finished Airing,1990-11-05,1991-09-16,Fall 1990,['Nippon Animation'],['Adventure' 'Fantasy' 'Shoujo'],6.92,1990,114,315.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TV,50,Finished Airing,1995-04-08,1996-03-30,Spring 1995,['Group TAC'],['Action' 'Adventure' 'Comedy' 'Romance' 'Shounen'],7.37,1995,63,357.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TV,52,Finished Airing,1986-10-06,1987-09-28,Fall 1986,['Panmedia' 'Meruhensha'],['Adventure' 'Fantasy' 'Kids'],6.71,1986,2,357.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,46,Finished Airing,1982-05-08,1984-03-26,Spring 1982,['Kokusai Eigasha'],['Comedy' 'Parody'],6.97,1982,3,688.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,47,Finished Airing,1993-01-30,1994-01-24,Winter 1993,['Sunrise'],['Action' 'Adventure' 'Sci-Fi' 'Mecha'],7.0,1993,355,359.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
